Found total 1983 regions
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12419,2015-09-22,A,20,4,Cro,&beta;,0,0,0,0,
12419,2015-09-23,P,,0,,,0,0,0,0,
12419,2015-09-24,P,,0,,,0,0,0,0,
12419,2015-09-25,P,,0,,,0,0,0,0,
12419,2015-09-26,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12420,2015-09-20,,,,,,1,1,0,3,
12420,2015-09-21,A,270,12,Ekc,&beta;&gamma;,4,0,0,6,
12420,2015-09-22,A,290,16,Ekc,&beta;&gamma;,0,0,0,2,
12420,2015-09-23,A,280,13,Ekc,&beta;&gamma;,0,0,0,1,
12420,2015-09-24,A,200,13,Eai,&beta;&gamma;,0,0,0,0,
12420,2015-09-25,A,200,19,Eai,&beta;&gamma;,0,0,0,0,
12420,2015-09-26,A,150,17,Fai,&beta;,0,0,0,0,
12420,2015-09-27,A,140,15,Fai,&beta;&gamma;,0,0,0,0,
12420,2015-09-28,A,110,11,Fai,&beta;,0,0,0,0,
12420,2015-09-29,A,100,9,Eso,&beta;,0,0,0,0,
12420,2015-09-30,A,50,12,Cso,&beta;,0,0,0,0,
12420,2015-10-01,A,40,2,Cso,&beta;,0,0,0,0,
12420,2015-10-02,A,20,3,Cro,&beta;,0,0,0,0,
12420,2015-10-03,A,10,3,Bxo,&beta;,0,0,0,0,
12420,2015-10-04,A,30,1,Hax,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12421,2015-09-21,,,,,,0,0,0,1,
12421,2015-09-22,,,,,,0,0,0,0,
12421,2015-09-23,A,10,7,Bxo,&beta;,0,0,0,0,
12421,2015-09-24,A,50,5,Cao,&beta;,0,0,0,4,
12421,2015-09-25,A,50,5,Cai,&beta;,0,0,0,0,
12421,2015-09-26,A,70,17,Dac,&beta;,0,0,0,1,
12421,2015-09-27,A,110,12,Dac,&beta;,1,0,0,1,
12421,2015-09-28,A,100,11,Dai,&beta;,0,0,0,0,
12421,2015-09-29,A,10,4,Bxo,&beta;,0,0,0,0,
12421,2015-09-30,P,,0,,,0,0,0,0,
12421,2015-10-01,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12422,2015-09-23,A,10,3,Bxo,&beta;,8,0,0,12,
12422,2015-09-24,A,90,11,Dao,&beta;,1,0,0,3,
12422,2015-09-25,A,150,9,Dai,&beta;,1,0,0,4,
12422,2015-09-26,A,310,17,Eko,&beta;&gamma;,3,0,0,5,
12422,2015-09-27,A,410,28,Ekc,&beta;&gamma;&delta;,10,1,0,11,
12422,2015-09-28,A,650,25,Ekc,&beta;&gamma;&delta;,9,3,0,12,
12422,2015-09-29,A,690,25,Fkc,&beta;&gamma;&delta;,7,6,0,13,
12422,2015-09-30,A,950,35,Fkc,&beta;&gamma;&delta;,8,2,0,10,
12422,2015-10-01,A,860,23,Fkc,&beta;&gamma;&delta;,7,1,0,8,
12422,2015-10-02,A,750,18,Fkc,&beta;&gamma;&delta;,13,3,0,16,
12422,2015-10-03,A,480,11,Fkc,&beta;&gamma;&delta;,8,0,0,9,
12422,2015-10-04,A,270,5,Dko,&beta;,0,1,0,1,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12423,2015-09-24,A,10,2,Bxo,&beta;,0,0,0,0,
12423,2015-09-25,A,10,1,Cro,&beta;,0,0,0,0,
12423,2015-09-26,A,10,4,Bxo,&beta;,0,0,0,0,
12423,2015-09-27,A,20,5,Cri,&beta;,2,1,0,3,
12423,2015-09-28,A,100,14,Dai,&beta;&gamma;,6,1,0,7,
12423,2015-09-29,A,180,9,Dac,&beta;&gamma;,1,3,0,4,
12423,2015-09-30,A,10,2,Bxo,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12424,2015-09-26,A,20,3,Cro,&beta;,0,0,0,0,
12424,2015-09-27,A,20,3,Dro,&beta;,0,0,0,0,
12424,2015-09-28,A,10,1,Axx,&alpha;,0,0,0,0,
12424,2015-09-29,P,,0,,,0,0,0,0,
12424,2015-09-30,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12425,2015-09-26,A,10,2,Bxi,&beta;,0,0,0,0,
12425,2015-09-27,A,10,3,Bxo,&beta;,0,0,0,0,
12425,2015-09-28,A,0,1,Axx,&alpha;,0,0,0,0,
12425,2015-09-29,P,,0,,,0,0,0,0,
12425,2015-09-30,P,,0,,,0,0,0,0,
12425,2015-10-01,P,,0,,,0,0,0,0,
12425,2015-10-02,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12426,2015-09-26,A,10,3,Bxo,&beta;,0,0,0,0,
12426,2015-09-27,A,10,2,Cro,&beta;,0,0,0,0,
12426,2015-09-28,A,10,1,Axx,&alpha;,0,0,0,0,
12426,2015-09-29,P,,0,,,0,0,0,0,
12426,2015-09-30,P,,0,,,0,0,0,0,
12426,2015-10-01,P,,0,,,0,0,0,0,
12426,2015-10-02,P,,0,,,0,0,0,0,
12426,2015-10-03,P,,0,,,0,0,0,0,
12426,2015-10-04,P,,0,,,0,0,0,0,
12426,2015-10-05,P,,0,,,0,0,0,0,
12426,2015-10-06,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12427,2015-09-28,A,30,10,Cro,&beta;,0,0,0,0,
12427,2015-09-29,A,60,9,Csi,&beta;,0,0,0,0,
12427,2015-09-30,A,140,22,Cai,&beta;,0,0,0,0,
12427,2015-10-01,A,180,12,Dsi,&beta;,0,0,0,0,
12427,2015-10-02,A,180,22,Dso,&beta;,0,0,0,0,
12427,2015-10-03,A,180,14,Cai,&beta;,0,0,0,1,
12427,2015-10-04,A,180,11,Dai,&beta;&gamma;,0,0,0,1,
12427,2015-10-05,A,150,8,Dai,&beta;,0,0,0,1,
12427,2015-10-06,A,110,5,Cao,&beta;,0,0,0,1,
12427,2015-10-07,A,100,2,Cso,&beta;,0,0,0,3,
12427,2015-10-08,A,100,1,Hsx,&alpha;,0,0,0,2,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12428,2015-09-29,A,10,4,Bxo,&beta;,0,0,0,0,
12428,2015-09-30,A,20,4,Cro,&beta;,0,0,0,0,
12428,2015-10-01,A,10,1,Hrx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12429,2015-10-07,A,10,2,Bxo,&beta;,0,0,0,0,
12429,2015-10-08,A,10,3,Bxo,&beta;,0,0,0,0,
12429,2015-10-09,A,10,3,Bxo,&beta;,0,0,0,0,
12429,2015-10-10,P,,0,,,0,0,0,0,
12429,2015-10-11,P,,0,,,0,0,0,0,
12429,2015-10-12,P,,0,,,0,0,0,0,
12429,2015-10-13,P,,0,,,0,0,0,0,
12429,2015-10-14,P,,0,,,0,0,0,0,
12429,2015-10-15,P,,0,,,0,0,0,0,
12429,2015-10-16,P,,0,,,0,0,0,0,
12429,2015-10-17,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12430,2015-10-09,A,30,1,Hrx,&alpha;,0,0,0,0,
12430,2015-10-10,A,30,1,Hsx,&alpha;,0,0,0,0,
12430,2015-10-11,A,20,1,Hrx,&alpha;,0,0,0,0,
12430,2015-10-12,A,10,1,Hrx,&alpha;,0,0,0,0,
12430,2015-10-13,A,0,1,Axx,&alpha;,0,0,0,0,
12430,2015-10-14,P,,0,,,0,0,0,0,
12430,2015-10-15,P,,0,,,0,0,0,0,
12430,2015-10-16,P,,0,,,0,0,0,0,
12430,2015-10-17,P,,0,,,0,0,0,0,
12430,2015-10-18,P,,0,,,0,0,0,0,
12430,2015-10-19,P,,0,,,0,0,0,0,
12430,2015-10-20,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12431,2015-10-11,A,30,1,Hax,&alpha;,0,0,0,0,
12431,2015-10-12,A,50,1,Hax,&alpha;,0,0,0,0,
12431,2015-10-13,A,50,1,Hsx,&alpha;,0,0,0,0,
12431,2015-10-14,A,30,1,Hsx,&alpha;,0,0,0,0,
12431,2015-10-15,A,30,1,Hsx,&alpha;,0,0,0,0,
12431,2015-10-16,A,30,1,Hsx,&alpha;,0,0,0,0,
12431,2015-10-17,A,20,1,Hsx,&alpha;,0,0,0,0,
12431,2015-10-18,A,20,3,Cso,&beta;,0,0,0,0,
12431,2015-10-19,A,10,2,Cao,&beta;,0,0,0,0,
12431,2015-10-20,A,10,1,Axx,&alpha;,0,0,0,0,
12431,2015-10-21,P,,0,,,0,0,0,0,
12431,2015-10-22,P,,0,,,0,0,0,0,
12431,2015-10-23,P,,0,,,0,0,0,1,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12432,2015-10-11,,,,,,0,0,0,1,
12432,2015-10-12,A,20,4,Cro,&beta;,0,0,0,1,
12432,2015-10-13,A,20,5,Cro,&beta;,0,0,0,0,
12432,2015-10-14,A,20,7,Cro,&beta;,0,0,0,1,
12432,2015-10-15,A,20,5,Dro,&beta;,0,0,0,0,
12432,2015-10-16,A,20,6,Dro,&beta;,0,0,0,0,
12432,2015-10-17,A,10,4,Bxo,&beta;,0,0,0,0,
12432,2015-10-18,A,10,3,Bxo,&beta;,0,0,0,0,
12432,2015-10-19,P,,0,,,0,0,0,0,
12432,2015-10-20,P,,0,,,0,0,0,0,
12432,2015-10-21,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12433,2015-10-13,A,30,4,Dri,&beta;,2,0,0,2,
12433,2015-10-14,A,30,6,Dri,&beta;,0,0,0,0,
12433,2015-10-15,A,10,2,Axx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12434,2015-10-11,,,,,,1,0,0,1,
12434,2015-10-12,,,,,,1,0,0,2,
12434,2015-10-13,,,,,,4,0,0,7,
12434,2015-10-14,A,40,4,Cao,&beta;,2,0,0,6,
12434,2015-10-15,A,50,8,Cai,&beta;&gamma;,13,1,0,18,
12434,2015-10-16,A,50,12,Dao,&beta;&gamma;,6,1,0,10,
12434,2015-10-17,A,150,22,Dai,&beta;&gamma;,6,0,0,6,
12434,2015-10-18,A,260,20,Dki,&beta;&gamma;&delta;,0,0,0,0,
12434,2015-10-19,A,220,11,Dai,&beta;,2,0,0,2,
12434,2015-10-20,A,230,16,Dac,&beta;,0,0,0,0,
12434,2015-10-21,A,210,14,Dai,&beta;,0,0,0,0,
12434,2015-10-22,A,180,6,Cao,&beta;,1,0,0,1,
12434,2015-10-23,A,90,5,Cao,&beta;,0,0,0,0,
12434,2015-10-24,A,90,6,Cao,&beta;,3,0,0,4,
12434,2015-10-25,A,20,4,Cao,&beta;,0,0,0,2,
12434,2015-10-26,P,,0,,,0,0,0,1,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12435,2015-10-17,A,20,1,Hax,&alpha;,5,2,0,7,
12435,2015-10-18,A,30,1,Hax,&alpha;,0,0,0,0,
12435,2015-10-19,A,30,1,Hax,&alpha;,0,0,0,0,
12435,2015-10-20,A,20,1,Hsx,&alpha;,0,0,0,0,
12435,2015-10-21,A,20,1,Hsx,&alpha;,0,0,0,0,
12435,2015-10-22,A,20,2,Cro,&beta;,0,0,0,0,
12435,2015-10-23,A,10,1,Hrx,&alpha;,0,0,0,0,
12435,2015-10-24,A,10,1,Hrx,&alpha;,0,0,0,0,
12435,2015-10-25,A,10,1,Hrx,&alpha;,0,0,0,0,
12435,2015-10-26,A,10,1,Axx,&alpha;,0,0,0,0,
12435,2015-10-27,A,10,1,Axx,&alpha;,2,0,0,2,
12435,2015-10-28,P,,0,,,0,0,0,0,
12435,2015-10-29,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12436,2015-10-17,,,,,,1,0,0,1,
12436,2015-10-18,A,80,6,Dai,&beta;&gamma;,2,0,0,3,
12436,2015-10-19,A,210,16,Eai,&beta;&gamma;,5,0,0,7,
12436,2015-10-20,A,260,20,Ekc,&beta;&gamma;,3,0,0,4,
12436,2015-10-21,A,240,18,Eai,&beta;&delta;,8,0,0,9,
12436,2015-10-22,A,290,23,Eki,&beta;&delta;,0,0,0,0,
12436,2015-10-23,A,280,22,Eki,&beta;&gamma;,0,0,0,1,
12436,2015-10-24,A,250,21,Eki,&beta;,0,0,0,3,
12436,2015-10-25,A,240,17,Eso,&beta;,0,0,0,0,
12436,2015-10-26,A,230,20,Esi,&beta;,0,0,0,1,
12436,2015-10-27,A,170,12,Esi,&beta;,2,0,0,2,
12436,2015-10-28,A,110,6,Eso,&beta;,1,0,0,2,
12436,2015-10-29,A,100,2,Cao,&beta;,1,0,0,1,
12436,2015-10-30,A,60,3,Cao,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12437,2015-10-17,,,,,,1,0,0,1,
12437,2015-10-18,,,,,,1,0,0,1,
12437,2015-10-19,A,60,1,Hax,&alpha;,0,0,0,0,
12437,2015-10-20,A,60,6,Cao,&beta;,1,0,0,2,
12437,2015-10-21,A,50,4,Cao,&beta;,0,0,0,0,
12437,2015-10-22,A,20,2,Hsx,&alpha;,0,0,0,0,
12437,2015-10-23,A,20,3,Cao,&beta;,0,0,0,2,
12437,2015-10-24,A,20,1,Hax,&alpha;,0,0,0,0,
12437,2015-10-25,A,20,1,Hrx,&alpha;,0,0,0,0,
12437,2015-10-26,A,10,1,Hrx,&alpha;,1,0,0,1,
12437,2015-10-27,A,10,2,Axx,&alpha;,2,0,0,2,
12437,2015-10-28,A,10,1,Axx,&alpha;,2,0,0,2,
12437,2015-10-29,A,20,7,Cro,&beta;,0,0,0,0,
12437,2015-10-30,A,30,1,Cso,&beta;,2,0,0,2,
12437,2015-10-31,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12438,2015-10-23,A,10,2,Bxo,&beta;,0,0,0,0,
12438,2015-10-24,A,10,1,Axx,&alpha;,0,0,0,0,
12438,2015-10-25,P,,0,,,0,0,0,0,
12438,2015-10-26,P,,0,,,0,0,0,0,
12438,2015-10-27,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12439,2015-10-23,A,60,1,Hax,&alpha;,0,0,0,0,
12439,2015-10-24,A,30,1,Hsx,&alpha;,0,0,0,0,
12439,2015-10-25,A,30,1,Hax,&alpha;,0,0,0,0,
12439,2015-10-26,A,30,1,Hax,&alpha;,0,0,0,0,
12439,2015-10-27,A,20,1,Hsx,&alpha;,0,0,0,0,
12439,2015-10-28,A,10,1,Hrx,&alpha;,0,0,0,0,
12439,2015-10-29,P,,0,,,0,0,0,0,
12439,2015-10-30,P,,0,,,0,0,0,0,
12439,2015-10-31,P,,0,,,0,0,0,0,
12439,2015-11-01,P,,0,,,0,0,0,0,
12439,2015-11-02,P,,0,,,0,0,0,0,
12439,2015-11-03,P,,0,,,0,0,0,0,
12439,2015-11-04,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12440,2015-10-27,A,40,6,Cso,&beta;,0,0,0,0,
12440,2015-10-28,A,30,4,Dao,&beta;,0,0,0,0,
12440,2015-10-29,A,30,4,Dso,&beta;,1,0,0,1,
12440,2015-10-30,A,30,3,Dao,&beta;,0,0,0,0,
12440,2015-10-31,A,10,2,Bxo,&beta;,0,0,0,0,
12440,2015-11-01,A,10,1,Axx,&alpha;,0,0,0,0,
12440,2015-11-02,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12441,2015-10-28,A,30,2,Dro,&beta;,1,0,0,1,
12441,2015-10-29,A,20,2,Dro,&beta;,0,0,0,0,
12441,2015-10-30,A,30,7,Cai,&beta;,0,0,0,0,
12441,2015-10-31,A,20,4,Cro,&beta;,0,0,0,0,
12441,2015-11-01,A,10,3,Bxo,&beta;,0,0,0,0,
12441,2015-11-02,P,,0,,,0,0,0,0,
12441,2015-11-03,A,10,2,Bxo,&beta;,0,0,0,0,
12441,2015-11-04,P,,0,,,0,0,0,0,
12441,2015-11-05,P,,0,,,0,0,0,0,
12441,2015-11-06,P,,0,,,0,0,0,0,
12441,2015-11-07,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12442,2015-10-28,,,,,,1,0,0,1,
12442,2015-10-29,A,20,6,Cao,&beta;,0,0,0,0,
12442,2015-10-30,A,30,5,Dro,&beta;,0,0,0,0,
12442,2015-10-31,A,20,4,Cro,&beta;,0,0,0,0,
12442,2015-11-01,A,10,1,Axx,&alpha;,0,0,0,0,
12442,2015-11-02,A,10,1,Hrx,&alpha;,0,0,0,0,
12442,2015-11-03,P,,0,,,0,0,0,0,
12442,2015-11-04,P,,0,,,1,0,0,1,
12442,2015-11-05,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12443,2015-10-29,,,,,,10,0,0,12,
12443,2015-10-30,A,330,9,Ehc,&beta;,14,0,0,14,
12443,2015-10-31,A,560,25,Ekc,&beta;&gamma;&delta;,15,1,0,16,
12443,2015-11-01,A,640,28,Ekc,&beta;&gamma;&delta;,13,0,0,14,
12443,2015-11-02,A,650,28,Fkc,&beta;&gamma;,1,0,0,1,
12443,2015-11-03,A,590,36,Fkc,&beta;&delta;,2,0,0,3,
12443,2015-11-04,A,560,52,Fkc,&beta;&delta;,1,1,0,2,
12443,2015-11-05,A,370,40,Fkc,&beta;&delta;,0,0,0,1,
12443,2015-11-06,A,280,25,Fhc,&beta;,1,0,0,1,
12443,2015-11-07,A,220,21,Fsc,&beta;,0,0,0,0,
12443,2015-11-08,A,190,9,Eso,&beta;,0,0,0,0,
12443,2015-11-09,A,120,4,Cso,&beta;,1,0,0,1,
12443,2015-11-10,A,130,3,Cso,&beta;,2,0,0,4,
12443,2015-11-11,A,60,1,Hsx,&alpha;,0,0,0,1,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12444,2015-10-30,A,10,3,Cro,&beta;,0,0,0,0,
12444,2015-10-31,A,10,3,Bxo,&beta;,0,0,0,0,
12444,2015-11-01,P,,0,,,0,0,0,0,
12444,2015-11-02,P,,0,,,0,0,0,0,
12444,2015-11-03,P,,0,,,0,0,0,0,
12444,2015-11-04,P,,0,,,0,0,0,0,
12444,2015-11-05,P,,0,,,0,0,0,0,
12444,2015-11-06,P,,0,,,0,0,0,0,
12444,2015-11-07,P,,0,,,0,0,0,0,
12444,2015-11-08,P,,0,,,0,0,0,0,
12444,2015-11-09,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12445,2015-11-01,,,,,,2,0,0,2,
12445,2015-11-02,A,50,14,Dai,&beta;,8,0,0,8,
12445,2015-11-03,A,240,13,Dac,&beta;,3,0,0,4,
12445,2015-11-04,A,200,10,Eac,&beta;&delta;,5,2,0,10,
12445,2015-11-05,A,140,6,Eai,&beta;,0,0,0,0,
12445,2015-11-06,A,20,1,Hsx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12446,2015-11-02,A,20,5,Cro,&beta;,0,0,0,0,
12446,2015-11-03,A,10,3,Bxo,&beta;,0,0,0,0,
12446,2015-11-04,P,,0,,,0,0,0,0,
12446,2015-11-05,P,,0,,,0,0,0,0,
12446,2015-11-06,P,,0,,,1,0,0,1,
12446,2015-11-07,A,20,5,Cro,&beta;,0,0,0,0,
12446,2015-11-08,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12447,2015-11-04,A,20,3,Cro,&beta;,0,0,0,0,
12447,2015-11-05,A,10,4,Cro,&beta;,0,0,0,0,
12447,2015-11-06,A,10,3,Bxo,&beta;,0,0,0,0,
12447,2015-11-07,A,0,1,Axx,&alpha;,0,0,0,0,
12447,2015-11-08,P,,0,,,0,0,0,0,
12447,2015-11-09,P,,0,,,0,0,0,0,
12447,2015-11-10,P,,0,,,0,0,0,0,
12447,2015-11-11,P,,0,,,0,0,0,1,
12447,2015-11-12,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12448,2015-11-04,,,,,,1,0,0,1,
12448,2015-11-05,A,60,3,Dso,&beta;,0,0,0,0,
12448,2015-11-06,A,110,6,Dai,&beta;,1,0,0,1,
12448,2015-11-07,A,140,5,Dao,&beta;,1,0,0,1,
12448,2015-11-08,A,80,7,Cao,&beta;,0,0,0,0,
12448,2015-11-09,A,60,4,Cao,&beta;,0,0,0,0,
12448,2015-11-10,A,80,9,Cao,&beta;,0,0,0,0,
12448,2015-11-11,A,60,8,Cao,&beta;,0,0,0,0,
12448,2015-11-12,A,30,7,Cao,&beta;,0,0,0,0,
12448,2015-11-13,A,10,3,Bxo,&beta;,0,0,0,0,
12448,2015-11-14,A,10,2,Axx,&alpha;,0,0,0,0,
12448,2015-11-15,P,,0,,,0,0,0,0,
12448,2015-11-16,P,,0,,,0,0,0,0,
12448,2015-11-17,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12449,2015-11-06,,,,,,2,0,0,3,
12449,2015-11-07,A,30,4,Cro,&beta;,2,0,0,2,
12449,2015-11-08,A,150,6,Dao,&beta;,0,0,0,1,
12449,2015-11-09,A,150,8,Dao,&beta;,0,1,0,1,
12449,2015-11-10,A,140,13,Dai,&beta;,0,0,0,2,
12449,2015-11-11,A,120,14,Dai,&beta;,0,0,0,0,
12449,2015-11-12,A,60,14,Dai,&beta;,0,0,0,0,
12449,2015-11-13,A,30,6,Cao,&beta;,0,0,0,0,
12449,2015-11-14,A,20,2,Cro,&beta;,0,0,0,0,
12449,2015-11-15,A,10,2,Bxo,&beta;,0,0,0,1,
12449,2015-11-16,A,10,2,Bxo,&beta;,0,0,0,0,
12449,2015-11-17,P,,0,,,0,0,0,0,
12449,2015-11-18,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12450,2015-11-06,,,,,,1,0,0,1,
12450,2015-11-07,,,,,,1,0,0,1,
12450,2015-11-08,A,10,3,Bxo,&beta;,0,0,0,0,
12450,2015-11-09,A,10,3,Bxo,&beta;,0,0,0,0,
12450,2015-11-10,P,,0,,,0,0,0,0,
12450,2015-11-11,P,,0,,,0,0,0,0,
12450,2015-11-12,A,10,2,Bxo,&beta;,0,0,0,0,
12450,2015-11-13,P,,0,,,0,0,0,0,
12450,2015-11-14,P,,0,,,0,0,0,0,
12450,2015-11-15,P,,0,,,0,0,0,0,
12450,2015-11-16,P,,0,,,0,0,0,0,
12450,2015-11-17,P,,0,,,0,0,0,0,
12450,2015-11-18,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12451,2015-11-08,A,30,4,Cro,&beta;,0,0,0,0,
12451,2015-11-09,A,20,1,Hrx,&alpha;,0,0,0,0,
12451,2015-11-10,A,10,2,Axx,&alpha;,0,0,0,0,
12451,2015-11-11,A,10,2,Axx,&alpha;,0,0,0,1,
12451,2015-11-12,P,,0,,,0,0,0,0,
12451,2015-11-13,P,,0,,,0,0,0,0,
12451,2015-11-14,P,,0,,,0,0,0,0,
12451,2015-11-15,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12452,2015-11-10,,,,,,1,0,0,1,
12452,2015-11-11,,,,,,0,0,0,0,
12452,2015-11-12,A,10,1,Axx,&alpha;,0,0,0,0,
12452,2015-11-13,P,,0,,,0,0,0,0,
12452,2015-11-14,P,,0,,,0,0,0,0,
12452,2015-11-15,P,,0,,,0,0,0,0,
12452,2015-11-16,P,,0,,,0,0,0,0,
12452,2015-11-17,P,,0,,,0,0,0,0,
12452,2015-11-18,P,,0,,,0,0,0,0,
12452,2015-11-19,P,,0,,,0,0,0,0,
12452,2015-11-20,P,,0,,,0,0,0,0,
12452,2015-11-21,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12453,2015-11-14,A,10,4,Bxo,&beta;,0,0,0,0,
12453,2015-11-15,A,10,2,Bxo,&beta;,0,0,0,0,
12453,2015-11-16,A,20,6,Bxo,&beta;,0,0,0,0,
12453,2015-11-17,A,10,4,Bxo,&beta;,0,0,0,0,
12453,2015-11-18,P,,0,,,0,0,0,0,
12453,2015-11-19,P,,0,,,0,0,0,0,
12453,2015-11-20,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12454,2015-11-12,,,,,,0,0,0,2,
12454,2015-11-13,,,,,,0,0,0,0,
12454,2015-11-14,A,10,2,Bxo,&beta;,0,0,0,0,
12454,2015-11-15,A,20,2,Bxo,&beta;,0,0,0,0,
12454,2015-11-16,A,20,8,Bxo,&beta;,0,0,0,1,
12454,2015-11-17,A,10,5,Bxo,&beta;,0,0,0,0,
12454,2015-11-18,A,30,11,Dro,&beta;,1,0,0,2,
12454,2015-11-19,A,10,4,Bxo,&beta;,0,0,0,0,
12454,2015-11-20,A,20,8,Cro,&beta;,0,0,0,0,
12454,2015-11-21,A,20,6,Cro,&beta;,4,0,0,5,
12454,2015-11-22,A,90,14,Dac,&beta;,9,0,0,9,
12454,2015-11-23,A,130,16,Dac,&beta;&gamma;,4,0,0,6,
12454,2015-11-24,A,150,16,Dai,&beta;,0,0,0,0,
12454,2015-11-25,A,30,4,Cao,&beta;,1,0,0,2,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
12455,2015-11-12,,,,,,0,0,0,1,
12455,2015-11-13,,,,,,0,0,0,0,
12455,2015-11-14,,,,,,0,0,0,0,
12455,2015-11-15,A,20,2,Bxo,&beta;,0,0,0,0,
12455,2015-11-16,A,30,7,Cro,&beta;,0,0,0,0,
12455,2015-11-17,A,20,5,Dro,&beta;,0,0,0,0,
12455,2015-11-18,A,10,2,Bxo,&beta;,0,0,0,0,
12455,2015-11-19,P,,0,,,0,0,0,0,
12455,2015-11-20,P,,0,,,0,0,0,0,
12455,2015-11-21,P,,0,,,0,0,0,0,
12455,2015-11-22,P,,0,,,0,0,0,0,
12455,2015-11-23,P,,0,,,0,0,0,0,
12455,2015-11-24,P,,0,,,0,0,0,0,
